sample_id,ct_dataset,pore1_left_areas,pore2_left_areas,pore3_left_areas,pore4_left_areas,pore5_left_areas,pore6_left_areas,pore7_left_areas,pore8_left_areas,pore9_left_areas,pore10_left_areas,pore1_right_areas,pore2_right_areas,pore3_right_areas,pore4_right_areas,pore5_right_areas,pore6_right_areas,pore7_right_areas,pore8_right_areas,pore9_right_areas,pore10_right_areas,pore1_ioc_l_areas,pore2_ioc_l_areas,pore3_ioc_l_areas,pore1_ioc_r_areas,pore2_ioc_r_areas,pore3_ioc_r_areas,pore1_lateral_areas,pore2_lateral_areas,pore3_lateral_areas,pore4_lateral_areas,pore5_lateral_areas,mean_mandibular_left_pore_area,mean_mandibular_right_pore_area,mean_mandibular_pore_area,mean_preopercular_left_pore_area,mean_preopercular_right_pore_area,mean_preopercular_pore_area,mean_orbital_left_area,mean_orbital_right_area,mean_orbital_pore_area,mean_otic_pore_area,sequencing_sample_id,subset_vcf_number,seq_depth,colour,Morph,Sex,Sex_Value,collection,Site,Depth,Depth_Cat,SL,BD,HL,HW,IOW,SNL,LJL,PPL,CHD,ED,LAD,DFB,AFB,PRD,PRA,PRP,PRV,CPL,CPD,EggspotNumber,EggspotNumberTheis,FirstSpot,EggspotContrast,PC1,PC2,PC3,PC4,PC5,subpop,Notes,max_number_rings.y,batch,standard_length_fitness,standardised_max_rings,LPG,LPW,LogLPG,ResLPG,T1W,T2W,T3W,T4W,TWA,carbon_content,d13CV.PDB_percent,morpho_PC1,morpho_PC2,morpho_PC3,morpho_PC4,morpho_PC5,morpho_PC6,morpho_PC7,morpho_PC8,morpho_PC9,morpho_PC10,morpho_PC11,morpho_PC12
D30G05,Y,0.012451172,0.037719727,0.045166016,0.084472656,0.185791016,0.083984375,0.227416992,0.080810547,0.139038086,0.085571289,0.011108398,0.026245117,0.034423828,0.062133789,0.153442383,0.064697266,0.2265625,0.08190918,0.091308594,0.063720703,0.089111328,0.094116211,0.079589844,0.086643655,0.09421446,0.080034222,0.139884667,0.109961512,0.085633744,0.145723332,0.106555625,0.073120117,0.057470703,0.06529541,0.133209229,0.115875244,0.124542236,0.087605794,0.086964112,0.087284953,0.115678538,cichl187580130,451,14.6,Yellow,NA,Female,2,2018,NA,3,Intermediate,61.1,20.6,23,10.3,4.3,6.2,8.8,6,5.4,7.1,3.5,32.9,10.1,23.1,39,22.9,26.2,12.1,6.7,NA,NA,NA,NA,-0.043098701,0.001552996,-0.0629449,0.048673725,0.069787119,littoral,,66,Giulia_2,76.42,-0.455913008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30G06,Y,0.019705138,0.021564114,0.048035922,0.041120534,0.097484665,0.049523102,0.185377018,0.100310308,0.102094924,0.035023095,0.008625645,0.039856431,0.036435916,0.034800018,0.095476972,0.042607714,0.206866773,0.080902606,0.077705168,0.034948736,0.062054064,0.078228935,0.064623903,0.065379738,0.081479026,0.081101109,0.110860993,0.059710844,0.059068791,0.160084986,0.074478041,0.045582075,0.043038996,0.044310536,0.105701336,0.100105821,0.102903578,0.068302301,0.075986625,0.072144463,0.109576889,cichl187580131,452,14,Yellow,NA,Female,2,2018,NA,3,Intermediate,59.5,17.7,21.3,8.6,3.9,6.1,8.2,6,4.7,5.8,3.1,30.2,11.3,21,38.1,20.1,21.8,11.6,6,NA,NA,NA,NA,-0.039421778,0.017409635,-0.030406499,-0.004852191,0.073647559,littoral,,62,Giulia_2,89.96,-0.634272098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30G07,Y,0.034858322,0.134711445,0.1599872,0.131517256,0.224843123,0.097631078,0.416355578,0.191651334,0.217204845,0.086659733,0.019581767,0.136794611,0.136655734,0.086381978,0.171930689,0.091103822,0.360110078,0.166375578,0.209011056,0.057634278,0.144849522,0.210122078,0.187207245,0.1012419,0.117629478,0.139572167,0.217245369,0.086788289,0.0898094,0.181815973,0.140619,0.137183469,0.110268956,0.123726212,0.227967873,0.198282748,0.21312531,0.180726282,0.119481182,0.150103732,0.135812687,cichl187580132,453,14.6,Yellow,NA,Male,1,2018,NA,3,Intermediate,75.2,25.2,25.6,11.3,5.7,8.1,10.4,6.8,5.8,7.6,4.7,40.4,12.2,28.7,52,26.6,29.3,14.3,9,6,6,4,0.156903083,-0.038248896,0.037301034,0.058464442,-0.06456723,-0.00694725,littoral,,81,Giulia_2,76.82,0.212933582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30G08,Y,0.049064103,0.049064103,0.108818151,0.115396578,0.215991695,0.109640454,0.426227266,0.18817043,0.15925276,0.050982811,0.044130283,0.033988541,0.06989579,0.073733206,0.173368969,0.079900481,0.364143359,0.163501328,0.11580773,0.068525284,0.170541911,0.213594023,0.212621878,0.168875378,0.155404234,0.1199904,0.149959446,0.087277985,0.1051303,0.242394766,0.151149601,0.107666926,0.079023358,0.093345142,0.206158317,0.177994425,0.192076371,0.198919271,0.148090004,0.173504637,0.173762533,cichl187580133,454,15.1,Yellow,NA,Male,1,2018,NA,3,Intermediate,85.5,29.2,29,12.9,6.7,10.3,10.8,7.8,7.8,8.4,5.7,49.3,15.8,30.2,56.5,29.9,32.6,15.9,9.4,5,4.5,4,0.101548279,-0.04237041,0.03936257,-0.056189166,0.001015396,-0.076119584,littoral,,78,Giulia_2,90.63,0.079164264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30G09,Y,0.034292012,0.158005778,0.213299596,0.119447774,0.211986983,0.155216475,0.54391397,0.239715931,0.345709423,0.113376939,0.037245391,0.191477407,0.158333931,0.123057459,0.271382717,0.164732919,0.549820728,0.265968189,0.244474153,0.105501262,0.148489334,0.203290923,0.082202383,0.186719185,0.185570649,0.210018064,0.227468037,0.163252408,0.15194684,0.276308093,0.259575852,0.147406429,0.156299381,0.151852905,0.310679066,0.291441083,0.301060074,0.14466088,0.194102633,0.169381756,0.214127466,cichl187580134,455,15.7,Yellow,NA,Male,1,2018,NA,3,Intermediate,86.4,30.4,29.6,14,6.8,10.9,11.8,8.3,7.5,8.2,6.2,46.4,14.7,31.4,55.6,30.2,33.1,17.9,9.7,9,8,3,0.185182628,-0.033445117,0.025416752,0.054748347,0.023270328,-0.008742386,littoral,,93,Giulia_2,87.51,0.748010854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30G10,Y,0.068797981,0.134187053,0.188729597,0.18625039,0.214761265,0.102267269,0.628323904,0.249160256,0.195702365,0.107070732,0.062135114,0.111409343,0.22793205,0.181601878,0.206858795,0.071277188,0.546045238,0.244201843,0.284024098,0.105056377,0.152198921,0.16946647,0.130347068,0.145475274,0.276127963,0.180163181,0.290642325,0.151808715,0.09125823,0.331297651,0.221874275,0.158545257,0.157987436,0.158266347,0.295064314,0.294831889,0.294948102,0.15067082,0.200588806,0.175629813,0.21127794,cichl187580135,456,16.4,Yellow,NA,Male,1,2018,NA,3,Intermediate,87.16,28.61,31.07,13.35,6.82,10.78,11.65,8.64,8.15,8.28,6.09,46.96,14.54,32.86,58,30.16,35.87,15.61,10.3,8,7.5,2,0.340061826,-0.045942407,0.061548135,-0.070621789,-0.103773016,-0.070258913,littoral,,75,Giulia_2,89.18,-0.054605054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30H01,Y,0.038939716,0.042426854,0.117012877,0.151496804,0.318879461,0.185399541,0.516483988,0.167576388,0.1877243,0.074779752,0.034871387,0.061799847,0.155758862,0.115850497,0.262697782,0.155177672,0.56530393,0.197410797,0.16215195,0.091827986,0.136995518,0.127547551,0.089558851,0.12892538,0.125776057,0.092905006,0.234823783,0.136296321,0.10071696,0.264929396,0.194865423,0.133751142,0.126195675,0.129973409,0.236641107,0.254173666,0.245407386,0.118033973,0.115868814,0.116951394,0.182823178,cichl187580136,457,16.8,Yellow,NA,Female,2,2018,NA,3,Intermediate,83.4,29.6,30,13.2,5.8,10.8,12.8,8.7,8,8.2,5.9,44,14.6,31.2,55.9,31,33.7,15.3,9.6,NA,NA,NA,NA,-0.043435214,0.065686664,-0.049717592,0.044390308,-0.022549058,littoral,,74,Giulia_2,78.82,-0.099194826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30H02a,Y,0.049498629,0.119442345,0.151006689,0.168402946,0.281926977,0.107785059,0.377875407,0.138094003,0.199787947,0.083035744,0.035151201,0.105991631,0.125360659,0.12912686,0.254128833,0.117110888,0.372853807,0.182391689,0.186337232,0.09971463,0.143653631,0.209651804,0.184185118,0.160870546,0.192972918,0.195125032,0.217851705,0.133681728,0.1074405,0.29657539,0.20101771,0.154055517,0.129951837,0.142003677,0.199698275,0.21032434,0.205011307,0.179163518,0.182989499,0.181076508,0.202007945,cichl187580137,458,NA,Ye+AU122:CE123llow,NA,Female,2,2018,NA,3,Intermediate,79.6,25.6,28.9,12.3,6.2,9.2,11,7.9,7.3,8.3,5.2,43.1,15,28.6,53.6,27.5,31.1,15.1,9.3,NA,NA,NA,NA,-0.042368414,0.101633022,0.046022373,-0.06615747,0.007702152,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30H02b,Y,0.06647242,0.048440821,0.059595963,0.069070193,0.228909623,0.100396276,0.459652967,0.171758622,0.126068384,0.074876979,0.034229476,0.040953123,0.048440821,0.043856516,0.192693614,0.102841239,0.508093789,0.132792031,0.118275065,0.081906247,0.154796694,0.233493928,0.115830103,0.076252271,0.139210058,0.084045589,0.183996146,0.091775317,0.088656739,0.258396525,0.113605369,0.094497804,0.07203471,0.083266257,0.208089238,0.210266783,0.209178011,0.168040241,0.099835973,0.133938107,0.173526632,cichl187580137,458,NA,Yellow,NA,Female,2,2018,NA,3,Intermediate,79.6,25.6,28.9,12.3,6.2,9.2,11,7.9,7.3,8.3,5.2,43.1,15,28.6,53.6,27.5,31.1,15.1,9.3,NA,NA,NA,NA,-0.042368414,0.101633022,0.046022373,-0.06615747,0.007702152,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30H03,Y,0.024563595,0.100390346,0.085171596,0.089710522,0.208790559,0.099322363,0.337081945,0.189166383,0.118412549,0.087574557,0.030704494,0.131495333,0.151920496,0.083703121,0.257784252,0.0788972,0.393551514,0.158061395,0.10132483,0.055401587,0.173413642,0.258318243,0.202115669,0.16757711,0.260900924,0.104008715,0.212179475,0.123449877,0.11612004,0.228382272,0.12962237,0.101725324,0.131121539,0.116423431,0.183058858,0.177084832,0.180071845,0.211282518,0.177495583,0.19438905,0.172251156,cichl187580138,459,17.4,Yellow,NA,Female,2,2018,NA,3,Intermediate,77,24.9,26.3,11.6,5.7,9.3,10.5,7.1,7.1,7.3,5,40.1,12.8,27.3,49.5,26.8,30.7,16.2,8.4,NA,NA,NA,NA,-0.049445611,0.047362769,-0.011251486,-0.05764965,0.041236993,littoral,,68,Giulia_2,83.88,-0.366733462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30H04,Y,0.014802868,0.037829553,0.084488886,0.091673904,0.229487744,0.093232101,0.260651677,0.110545398,0.157897263,0.087778413,0.016880464,0.039907148,0.089769442,0.109160334,0.223947489,0.11565282,0.330857094,0.12647363,0.14396006,0.077390435,0.096261928,0.13114822,0.149673447,0.128773566,0.156096837,0.078174915,0.153360397,0.082944921,0.10549792,0.160376886,0.130807398,0.091656591,0.095932975,0.093794783,0.154218188,0.169670305,0.161944246,0.125694532,0.121015106,0.123354819,0.132937403,cichl187580139,460,16.7,Yellow,NA,Male,1,2018,NA,3,Intermediate,71.1,24.4,25.6,10.1,5.2,7.4,9.5,6.6,5.6,6.8,4.3,38.1,12.9,25.6,46.5,24.5,26.7,12.4,8.1,6,5.5,3,0.050530846,-0.044349931,0.058996389,-0.014495813,0.017248415,-0.057763174,littoral,Double measurements. More recent shown.,72,Giulia_2,69.73,-0.188374372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30H05,Y,0.045543466,0.125513489,0.126947929,0.144519818,0.262861107,0.104355501,0.424056288,0.131251249,0.200104363,0.101128011,0.042674586,0.11367936,0.144699122,0.110631175,0.216779726,0.114217275,0.353948039,0.239910069,0.215703896,0.064191184,0.180060232,0.220412376,0.188310004,0.203494819,0.18441718,0.100334251,0.1950763,0.096547915,0.10546003,0.312914268,0.249044109,0.141077162,0.125692794,0.133384978,0.214134978,0.218438297,0.216286638,0.19626087,0.16274875,0.17950481,0.209187149,cichl187580140,461,NA,Yellow,NA,Male,1,2018,NA,3,Intermediate,84,28.3,29.2,12.8,6.7,10.5,11,8.2,7.7,8,5.7,46.3,15.3,31,56.6,29.9,32.6,15.3,9.8,7,6.5,1,0.300376037,-0.041195547,0.038922687,-0.043370703,-0.026308181,0.02667557,littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30H06,Y,0.045313902,0.059949448,0.079651144,0.072333371,0.144103837,0.068393032,0.300497779,0.14748127,0.131532278,0.055070932,0.033586702,0.070738472,0.099259023,0.078525333,0.128248662,0.072896277,0.302374131,0.148231811,0.128436297,0.043531367,0.157895024,0.234262552,0.129749744,0.142508937,0.142227485,0.107608789,0.143920632,0.093454956,0.096445515,0.197750687,0.122612902,0.08027034,0.082071638,0.081170989,0.158645565,0.155643402,0.157144483,0.173969107,0.130781737,0.152375422,0.147098101,cichl187580141,462,15.1,Yellow,NA,Male,1,2018,NA,3,Intermediate,73.4,25.2,26,11.4,5.8,8.8,9.6,7.5,6.2,7.3,4.8,40.3,13,26.6,46.8,25.6,30.2,14.6,8.5,8,7,3,0.103878251,-0.042978925,0.040599834,0.013512605,0.000242181,-0.009055671,littoral,,79,Giulia_2,72.78,0.123754037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30H07,Y,0.021765684,0.060981441,0.064921781,0.093254696,0.14907617,0.085561653,0.354349083,0.149357622,0.103105545,0.058542184,0.021202778,0.097195036,0.084811112,0.102261186,0.132845724,0.087531823,0.341683706,0.134628259,0.146449277,0.056665832,0.103386997,0.136504611,0.130500284,0.117628524,0.153629701,0.102635746,0.155487565,0.0839056,0.08443001,0.154438745,0.104882,0.077999954,0.087663167,0.082831561,0.166338608,0.169856768,0.168097688,0.123463964,0.124631324,0.124047644,0.119434378,cichl187580142,463,14.4,Yellow,NA,Male,1,2018,NA,3,Intermediate,66.7,23.1,23.5,9.9,5.2,7.5,8.8,5.7,5.6,6.7,4.2,35.8,11.3,24.3,41.8,23.5,25.3,12.6,7.2,5,4.5,2,-0.053118591,-0.041824863,0.052939374,-0.066334053,-0.060286152,0.015005454,littoral,,69,Giulia_2,65.17,-0.32214369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30H08,Y,0.014358072,0.09089677,0.11396013,0.121874028,0.180662984,0.090331492,0.272577255,0.099941225,0.091122882,0.048840056,0.017749742,0.05528423,0.073599251,0.083548151,0.159634627,0.08829649,0.314520914,0.100280392,0.087957323,0.048613944,0.082753785,0.120170891,0.065537325,0.116334299,0.129222647,0.07597342,0.120773579,0.078613773,0.094463324,0.146766842,0.09636527,0.104350397,0.0779632,0.091156798,0.128120354,0.137843143,0.132981749,0.089487334,0.107176789,0.098332061,0.120615083,cichl187580143,464,13.8,Yellow,NA,Male,1,2018,NA,3,Intermediate,72.4,24.7,25.4,11.3,6,7.9,9.5,6.6,5.7,6.8,4.5,37.8,13.7,25.1,44.9,23.9,25.6,13.9,8.1,9,9,2,-0.056548665,-0.043973066,-0.034762863,0.023302476,-0.021637745,0.044680858,littoral,,72,Giulia_2,70.65,-0.188374372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30H09,Y,0.009483021,0.06915147,0.068085962,0.135852273,0.188808021,0.109214572,0.370477139,0.123812032,0.179325,0.08896992,0.006179947,0.091314037,0.07703623,0.087797861,0.18071016,0.127434759,0.369731283,0.144482888,0.177087433,0.090887834,0.140554066,0.125525593,0.091684499,0.122320321,0.159186898,0.09568262,0.1024918,0.085930625,0.0774938,0.117178125,0.10061695,0.09427615,0.088607647,0.091441898,0.190646022,0.195547359,0.193096691,0.119254719,0.125729946,0.122492333,0.097335963,cichl187580144,465,15.9,Yellow,NA,Male,1,2018,NA,3,Intermediate,73.8,22.73,25.91,10.87,5.18,8.17,10.5,7.21,6.54,7.69,4.69,39.23,12.72,26.31,48.66,26.46,30.15,13.76,7.74,6,5.5,2,-0.147319719,-0.037976788,0.039283154,-0.035137847,-0.045828097,-0.072806,littoral,,65,Giulia_2,74.47,-0.50050278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30H10,Y,0.026597823,0.048762676,0.110958596,0.108003282,0.315278238,0.112436253,0.408907949,0.213722913,0.243007385,0.108271947,0.031568124,0.078584478,0.100883663,0.103704644,0.29391938,0.128287481,0.379892142,0.16899021,0.224738173,0.09134606,0.154116913,0.14941413,0.182871071,0.131140459,0.183542897,0.1584166,0.201115066,0.133079858,0.105417191,0.198872147,0.124482002,0.121920123,0.121732058,0.12182609,0.243477548,0.216241646,0.229859597,0.162134038,0.157699985,0.159917011,0.152144669,cichl187580148,469,17.2,Yellow,NA,Female,2,2018,NA,3,Intermediate,77.2,25.5,27.3,11.7,5.8,9,11,7.8,7.3,7.9,5.4,42.2,13.8,28.8,52.5,28.2,32.6,13,8.8,NA,NA,NA,NA,-0.037314909,0.032544289,0.039194098,0.003113508,-0.000938745,littoral,,93,Giulia_2,75.32,0.748010854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30I01,Y,0.032257935,0.129552031,0.136055647,0.129161814,0.247007337,0.105878869,0.469951294,0.217350848,0.213838895,0.071279632,0.037460828,0.099375253,0.10704952,0.148152373,0.229187429,0.118365812,0.455773411,0.177288573,0.131633188,0.043834372,0.149155954,0.175684127,0.129259824,0.117325233,0.104708218,0.132153478,0.167385652,0.129197454,0.109211108,0.176665027,0.121345675,0.134806953,0.124245081,0.129526017,0.243105167,0.202132386,0.222618777,0.151366635,0.11806231,0.134714472,0.142938067,cichl187580145,466,15.4,Yellow,NA,Female,2,2018,NA,3,Intermediate,73.9,24.9,27.7,11.3,5.6,8.6,10.3,7.4,6.4,7.5,4.7,39.5,14,27.7,48.1,26.1,30,13.8,8.3,NA,NA,NA,NA,-0.043722155,0.036335065,0.02074675,-0.00688208,0.102566197,littoral,,53,Giulia_2,101.91,-1.035580052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30I03,Y,0.030875938,0.081467837,0.127223746,0.099199802,0.132183736,0.087791824,0.296359407,0.070927858,0.119163762,0.070927858,0.030875938,0.065347869,0.130943738,0.07514385,0.156487687,0.103663793,0.309131382,0.092503815,0.122511755,0.08977582,0.086923485,0.096749618,0.06626341,0.061964606,0.110327225,0.072921762,0.203667138,0.081176937,0.129738141,0.320358985,0.108356716,0.094190212,0.091759816,0.092975014,0.139344721,0.153480693,0.146412707,0.083312171,0.081737864,0.082525017,0.225048563,cichl187580147,468,16.6,Yellow,NA,Male,1,2018,NA,3,Intermediate,75,25.7,25.8,11.1,5.5,8.7,9.7,6.9,5.9,7.3,4.1,40.8,12.8,25.6,49.3,25.5,27.8,13.7,8.3,8,7.5,3,0.164552997,-0.052564967,0.049666297,-0.093888726,0.004232951,-0.101194358,littoral,,69,Giulia_2,74.66,-0.32214369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D31A01,Y,0.02989137,0.041166185,0.10278436,0.15784741,0.41271067,0.21867897,0.60726678,0.287638885,0.258271925,0.16204269,0.039068545,0.154963155,0.138706445,0.245161675,0.40432011,0.201635645,0.53227615,0.242015215,0.24542388,0.109863895,0.217793226,0.320566069,0.322696076,0.259062114,0.261990874,0.175991837,0.312121438,0.241857133,0.13017387,0.428242447,0.397178228,0.148879999,0.196443986,0.172661993,0.32880507,0.282394785,0.305599928,0.287018457,0.232348275,0.259683366,0.279208158,cichl187580149,470,15.8,Yellow,NA,Male,1,2018,NA,3,Intermediate,115.6,41.06,38.94,17.56,10.26,13.51,15.74,10,12.71,10.9,8.21,67.14,22.59,42.23,80.84,40.77,45.89,19.59,13.02,11,10.5,3,0.200574689,-0.044562722,0.061642345,0.065570314,-0.014965995,0.042503055,littoral,,115,Giulia_2,119.37,1.728985852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D31A02,Y,0.045857766,0.094973187,0.105748509,0.101237909,0.381396282,0.167142786,0.76379492,0.288678395,0.257354784,0.147596853,0.056382499,0.15285922,0.072169599,0.105999098,0.301959606,0.157620408,0.701899465,0.254848896,0.228035885,0.072921365,0.212248785,0.269884229,0.136069764,0.171653386,0.249085351,0.122788553,0.368728921,0.157104346,0.190103432,0.36298995,0.179342861,0.145842731,0.137874004,0.141858368,0.364356238,0.314426403,0.33939132,0.206067593,0.181175763,0.193621678,0.276546691,cichl187580150,471,17.6,Yellow,NA,Male,1,2018,NA,3,Intermediate,100.7,36.35,36,16.02,8.7,11.8,14.9,9.6,10.3,10,6.7,52.6,19.4,37.3,69.1,35.8,43.4,16.6,11.8,7,6.5,4,0.050228349,-0.045217444,0.058386202,-0.012061271,0.00386692,0.028168912,littoral,,98,Giulia_2,100.92,0.970959717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D31A04,Y,0.061384091,0.101965796,0.217913523,0.09003,0.551433751,0.240080001,0.671473751,0.194382955,0.207000796,0.04876625,0.04126375,0.070932727,0.124473296,0.077071137,0.464472956,0.237351819,0.671132729,0.19881625,0.240762046,0.043650909,0.212847074,0.250368193,0.134052725,0.223421208,0.298463445,0.200908536,0.247170125,0.279282779,0.154724606,0.325992094,0.351292973,0.204545432,0.155642773,0.180094103,0.280405938,0.288590484,0.284498211,0.199089331,0.240931063,0.220010197,0.24035835,cichl187580152,473,14.2,Yellow,NA,Male,1,2018,NA,3,Intermediate,120.66,42.99,40.32,20.37,10.49,15.44,16.6,9.54,12.36,9.66,9.05,67.84,22.25,43.48,74.97,38.85,44.14,21.25,15.11,10,9,3,0.247975579,-0.049423959,0.051575859,-0.073083588,-0.028490186,-0.009634453,littoral,,124,Giulia_2,119.75,2.130293806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D31A05,Y,0.102401024,0.103735861,0.067504586,0.074178768,0.2982406,0.142636809,0.432677699,0.176770483,0.233787069,0.083713314,0.085429532,0.083713314,0.058732804,0.102019642,0.361931367,0.16361281,0.525544177,0.208806558,0.162850046,0.084476078,0.126558881,0.180637453,0.085624406,0.150593802,0.150969348,0.10252396,0.276984873,0.125467236,0.138758257,0.30037707,0.164277017,0.129212168,0.138365332,0.13378875,0.231737141,0.245419215,0.238578178,0.130940247,0.134695703,0.132817975,0.219567664,cichl187580153,474,15.1,Yellow,NA,Male,1,2018,NA,3,Intermediate,100.64,34.68,34.83,15.28,8.01,13.31,13.33,9.48,9.42,9.09,7.28,55.33,20.02,34.45,63.26,33.78,40.77,17.6,10.88,8,7,3,0.41536802,-0.026191787,-0.058503744,-0.021339883,-0.000505323,-0.05236742,littoral,,88,Giulia_2,101.87,0.52506199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D31A06,Y,0.071678325,0.183080221,0.123128411,0.114919851,0.330247989,0.234530307,0.537660729,0.121076271,0.268097457,0.087802284,0.075489443,0.273520971,0.094398449,0.078127909,0.26326027,0.1769238,0.453962726,0.226028584,0.278211577,0.074756535,0.11611542,0.1791619,0.09384671,0.115519669,0.122409801,0.06846153,0.125864843,0.089016254,0.116756203,0.251315656,0.19956202,0.164610959,0.156959408,0.160785184,0.253659185,0.258239855,0.25594952,0.12970801,0.102130333,0.115919172,0.18403593,cichl187580154,475,15.6,Yellow,NA,Male,1,2018,NA,3,Intermediate,85.84,32.77,30.34,13.83,6.88,10.55,12.23,8.53,7.94,8.41,6.51,47.18,16.21,30.43,51.22,30.44,30.94,15.92,9.39,6,5.5,3,0.13408689,-0.029383115,0.00616416,0.064657348,0.061327982,0.025951737,littoral,,101,Giulia_2,87.97,1.104729035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D31A07,Y,0.038523125,0.092241482,0.195611867,0.132904781,0.415193679,0.165007385,0.44922244,0.231138749,0.426964634,0.05757067,0.038737142,0.138469232,0.150668222,0.123274,0.365113617,0.174638166,0.414765645,0.25296852,0.400854516,0.078330354,0.175124604,0.235669542,0.206156597,0.168798988,0.188759794,0.152526592,0.481657631,0.257943553,0.124693092,0.37774672,0.282393179,0.174894987,0.163252443,0.169073715,0.291224123,0.286729759,0.288976941,0.205650248,0.170028458,0.187839353,0.251219906,cichl187580155,476,14.9,Yellow,NA,Male,1,2018,NA,3,Intermediate,100.32,34.07,34.28,14.62,8.49,12.68,13.34,9.62,9.56,9.63,7.56,55.58,25.16,35.64,65.01,34.08,37.09,17.8,11.14,5,5,4,0.10020683,-0.027589504,-0.008909582,0.057926476,-0.000746704,-0.024400001,littoral,,59,Giulia_2,102.77,-0.768041416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D31A08,Y,0.017487836,0.071894437,0.120471759,0.129480644,0.389678446,0.131247092,0.419354774,0.142375715,0.130540513,0.079666808,0.020667443,0.071187858,0.129657289,0.109166491,0.283161627,0.111462874,0.394624501,0.133190185,0.154210917,0.084082929,0.204271518,0.260226491,0.199608604,0.247313805,0.188310004,0.166071489,0.347640897,0.282038529,0.160131765,0.313031774,0.230383121,0.145802625,0.122768142,0.134285383,0.192984453,0.191527133,0.192255793,0.221368871,0.200565099,0.210966985,0.23658177,cichl187580156,477,17.9,Blue,NA,Male,1,2018,NA,3,Intermediate,83.88,31.67,30.19,13.58,7,10.05,12.26,6.94,7.57,8.46,6.41,43.71,17.06,29.54,54.23,29.74,33.9,18.94,10.42,7,6,4,0.278870933,0.004251667,-0.025072754,-6.17E-05,0.007618936,0.016654559,middle,,69,Giulia_2,85.08,-0.32214369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
