sample_id,subpop_for_graph,dataset,ct_dataset,pore1_left_areas,pore2_left_areas,pore3_left_areas,pore4_left_areas,pore5_left_areas,pore6_left_areas,pore7_left_areas,pore8_left_areas,pore9_left_areas,pore10_left_areas,pore1_right_areas,pore2_right_areas,pore3_right_areas,pore4_right_areas,pore5_right_areas,pore6_right_areas,pore7_right_areas,pore8_right_areas,pore9_right_areas,pore10_right_areas,pore1_ioc_l_areas,pore2_ioc_l_areas,pore3_ioc_l_areas,pore1_ioc_r_areas,pore2_ioc_r_areas,pore3_ioc_r_areas,pore1_lateral_areas,pore2_lateral_areas,pore3_lateral_areas,pore4_lateral_areas,pore5_lateral_areas,mean_mandibular_left_pore_area,mean_mandibular_right_pore_area,mean_mandibular_pore_area,mean_preopercular_left_pore_area,mean_preopercular_right_pore_area,mean_preopercular_pore_area,mean_orbital_left_area,mean_orbital_right_area,mean_orbital_pore_area,mean_otic_pore_area,sequencing_sample_id,subset_vcf_number,seq_depth,colour,Morph,Sex,Sex_Value,collection,Site,Depth,Depth_Cat,SL,BD,HL,HW,IOW,SNL,LJL,PPL,CHD,ED,LAD,DFB,AFB,PRD,PRA,PRP,PRV,CPL,CPD,EggspotNumber,EggspotNumberTheis,FirstSpot,EggspotContrast,PC1,PC2,PC3,PC4,PC5,subpop,Notes,max_number_rings.y,batch,standard_length_fitness,standardised_max_rings,LPG,LPW,LogLPG,ResLPG,T1W,T2W,T3W,T4W,TWA,carbon_content,d13CV.PDB_percent,morpho_PC1,morpho_PC2,morpho_PC3,morpho_PC4,morpho_PC5,morpho_PC6,morpho_PC7,morpho_PC8,morpho_PC9,morpho_PC10,morpho_PC11,morpho_PC12,malawi_mandibular_mean_pore_area,malawi_preopercular_mean_pore_area,malawi_orbital_mean_pore_area,malawi_otic_mean_pore_area,head_size_mm
D30C08,middle,masoko,Y,0.02103382,0.122475408,0.19782441,0.340534886,0.462744043,0.110227868,0.955840688,0.259594616,0.29074597,0.122741659,0.034346365,0.111559122,0.20075317,0.148301745,0.298200995,0.129397932,0.741774974,0.363698713,0.222585742,0.0899928,0.214294814,0.224676799,0.205776262,0.18616555,0.210026205,0.161256075,0.348224745,0.086125815,0.157365686,0.255187599,0.160555531,0.228922514,0.158632279,0.193777396,0.407230733,0.354513057,0.380871895,0.214915958,0.185815943,0.200365951,0.206276643,cichl187580093,414,15.1,Unassigned,NA,Male,1,2018,NA,3,Intermediate,90.1,30.8,33.3,14.6,6.7,11.1,12.8,9.1,9.2,8.8,6.2,46.6,16.3,33.9,58.6,32.4,37.5,15.6,10.2,16,15,2,0.678224227,0.010754588,0.037537639,0.005434773,-0.011448911,-0.016068292,middle,,71,Giulia_2,88.99,-0.232964144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212201958,0.348132572,0.200365951,0.206276643,32.46
D30C09,littoral,masoko,Y,0.020225651,0.113951056,0.189698103,0.144091242,0.199612638,0.084075257,0.361682237,0.123469009,0.144752211,0.037675233,0.017317388,0.114612025,0.134573288,0.109324273,0.178329436,0.08975959,0.281704988,0.163127149,0.12175049,0.018903713,0.142695868,0.153041991,0.171718757,0.101177014,0.180452497,0.072691586,0.203692296,0.095673654,0.117663164,0.249214438,0.155855469,0.133515738,0.110831282,0.12217351,0.166894673,0.146371585,0.156633129,0.155818872,0.118107032,0.136962952,0.183438801,cichl187580094,415,17.3,Yelllow,NA,Male,1,2018,NA,3,Intermediate,76.2,24.2,26.2,11.2,5,9.6,9.3,7.3,6.7,7.4,4.6,42.4,14.3,27.6,51,26.6,30.2,14.4,8.7,5,5,3,-0.270102423,-0.043054254,0.06946943,-0.009139422,0.049462368,-0.016808004,littoral,,79,Giulia_2,75.75,0.123754037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135802691,0.155243098,0.136962952,0.183438801,26.36
D30D01,littoral,masoko,Y,0.010789024,0.047377889,0.040435386,0.063514517,0.11933599,0.070175566,0.169997495,0.066610497,0.145792554,0.062482523,0.012665376,0.075054082,0.045970625,0.044188091,0.124871228,0.044375726,0.154799043,0.069987931,0.13143846,0.066798133,0.121587612,0.193545713,0.128248662,0.114389343,0.198237843,0.127253517,0.109429115,0.116351638,0.093187811,0.122741659,0.144307981,0.056290561,0.06054988,0.058420221,0.111220767,0.105755892,0.10848833,0.147793996,0.146626901,0.147210448,0.107964735,cichl187580096,417,17.3,Yelllow,NA,Male,1,2018,NA,3,Intermediate,66.4,22.8,23.4,9.9,5.1,7.1,8.9,6.1,5.7,6.8,4,37.8,11.1,23.2,44,23.2,25.6,12.4,7.5,5,5,4,0.298036095,-0.046922689,0.03029464,-0.039962382,-0.023505908,-0.045392556,littoral,,65,Giulia_2,68.4,-0.50050278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06752991,0.109368739,0.147210448,0.107964735,22.47
D30D03,littoral,masoko,Y,0.02054405,0.063850907,0.037225819,0.089161177,0.160818823,0.087435477,0.40200597,0.132878915,0.242995023,0.144958817,0.017339178,0.1198129,0.04930572,0.096967916,0.157449599,0.101651959,0.348098383,0.131564096,0.112745746,0.124825648,0.154080375,0.234941756,0.140110421,0.116112858,0.170071663,0.130150261,0.239848584,0.120413779,0.092349863,0.198079035,0.19416314,0.074320155,0.088175063,0.081247609,0.230709681,0.179308468,0.205009075,0.176377517,0.13877826,0.157577889,0.145214449,cichl187580098,419,17.6,Yelllow,NA,Male,1,2018,NA,3,Intermediate,71.95,24.09,25.37,10.84,5.3,8.47,9.37,7.1,6.18,7.53,4.54,39.36,13.12,25.3,44.65,25.4,27.72,14.88,8.24,6,5.5,3,-0.074128501,-0.039639106,0.104585255,0.009513104,-0.274595958,-0.139717524,littoral,,69,Giulia_2,71.86,-0.32214369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09636803,0.200033496,0.157577889,0.145214449,24.58
D30D04,littoral,masoko,Y,0.024591228,0.135898891,0.160859912,0.18803969,0.361842353,0.193956376,0.453920785,0.181198521,0.34427719,0.109273802,0.014976612,0.130167101,0.200612648,0.160859912,0.321165134,0.152354675,0.326896924,0.186930311,0.136823373,0.079505474,0.145698403,0.197284512,0.126284275,0.170245216,0.115439002,0.072832178,0.187509132,0.135337169,0.13791994,0.306316571,0.244846635,0.174246414,0.165556281,0.169901348,0.272167574,0.18253902,0.227353297,0.156422397,0.119505465,0.137963931,0.222118255,cichl187580099,420,14.2,Yelllow,NA,Male,1,2018,NA,3,Intermediate,94.85,31.4,33.04,14.49,7.45,11.48,12.21,9.36,9.55,8.44,6.82,50.95,17.41,34.02,66.22,33.25,39.55,15.53,10.76,8,7.5,2,0.280087855,-0.025570877,-0.04010432,-0.035310595,-0.04748796,-0.045655401,littoral,,60,Giulia_2,95.39,-0.723451643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.200575669,0.214167268,0.137963931,0.222118255,29.83
D30D05,littoral,masoko,Y,0.024191074,0.0720255,0.080241336,0.063170654,0.187138498,0.082706087,0.254873505,0.12533715,0.132001106,0.071660352,0.023825926,0.06390095,0.07951104,0.100963502,0.157652773,0.090009053,0.275686957,0.118308045,0.089643905,0.056141549,0.091391885,0.093491799,0.070757953,0.08270121,0.123421196,0.053512548,0.1193073,0.088526526,0.092087938,0.266342737,0.211904011,0.085353412,0.085170838,0.085262125,0.145968028,0.134945114,0.140456571,0.085213879,0.086544985,0.085879432,0.179215337,cichl187580100,421,15.2,Yelllow,NA,Male,1,2018,NA,3,Intermediate,68.82,21.47,25.08,10.82,4.56,7.74,9.37,7.23,5.52,7.71,4.55,35.85,12.51,25.26,44.73,24.26,28.17,12.65,7.46,9,8.5,2,0.05398943,-0.038334109,0.038421724,-0.078652764,0.056560232,0.055043269,littoral,,68,Giulia_2,68.88,-0.366733462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097731939,0.13314864,0.085879432,0.179215337,24.04
D30D06,middle,masoko,Y,0.01653066,0.071169611,0.119518133,0.113593428,0.134585903,0.084847635,0.322494156,0.130050943,0.137657973,0.073290802,0.014775192,0.084555056,0.123541082,0.077533183,0.0959656,0.058149887,0.233916151,0.110813936,0.134878481,0.042350673,0.106954961,0.115221658,0.072351885,0.099974667,0.098391195,0.080253242,0.149968609,0.093473585,0.079093033,0.121207505,0.08505069,0.091079547,0.079274023,0.085176785,0.165873468,0.13048981,0.148181639,0.098176168,0.092873035,0.095524601,0.100150269,cichl187580101,422,17.1,Yelllow,NA,Male,1,2018,NA,3,Intermediate,55.2,17.3,21.4,8.5,3.8,6.1,7.9,5.4,4.7,5.9,3.3,28.7,9.1,20.2,35.9,20.2,22,11.1,6.3,7,6.5,2,0.096349148,0.004047913,-0.038546252,0.080502496,0.013478838,-0.041034067,middle,,25,Giulia_2,55.27,-2.284093686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096345952,0.142889531,0.095524601,0.100150269,19.23
D30D08,middle,masoko,Y,0.015475706,0.047313132,0.062611635,0.130539353,0.106498848,0.06054427,0.195986232,0.130893758,0.107089523,0.061961892,0.010395894,0.053692431,0.071235502,0.090964074,0.129476136,0.062966041,0.170823443,0.119848121,0.06810492,0.039279941,0.129771474,0.108093672,0.072180583,0.110565174,0.173271173,0.125528444,0.129709737,0.123533083,0.083676183,0.146141968,0.079131098,0.072487735,0.071152807,0.071820271,0.123982851,0.099514106,0.111748479,0.103348577,0.136454931,0.119901754,0.114909075,cichl187580103,424,12.8,unassigned,NA,Male,1,2018,NA,3,Intermediate,51.24,14.71,18.2,8.02,3.99,5.81,7.08,5.01,3.51,5.38,3.48,25.96,8.94,17.63,33.76,17.82,20.6,10.32,5.43,4,4,3,-0.122635787,0.009647616,-0.043895942,-0.031815023,0.017534563,-0.01025642,middle,,34,Giulia_2,51.28,-1.882785732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081584142,0.114723065,0.119901754,0.114909075,17.93
D30D09,middle,masoko,Y,0.013022087,0.060049717,0.056902198,0.100597162,0.091586618,0.063444099,0.210204866,0.179161693,0.107879655,0.055976457,0.010615161,0.049619704,0.075725593,0.131825483,0.098930828,0.06967742,0.215821027,0.138058804,0.138552532,0.040547445,0.110582224,0.123238093,0.112837725,0.10913362,0.102405359,0.049011365,0.144211712,0.096471807,0.08506383,0.173971652,0.073779852,0.064431556,0.073343354,0.068887455,0.138305668,0.133244952,0.13577531,0.115552681,0.086850115,0.101201398,0.129517741,cichl187580104,425,14.3,Unassigned,NA,Male,1,2018,NA,3,Intermediate,52.4,15.9,18.8,7.9,4.1,5.2,6.74,4.7,3.6,5.6,3,25.7,9.2,18.2,32.7,18.2,20.2,10.1,5.5,6,5,3,0.291825217,-0.003903982,-0.052975457,-0.035175301,-0.033649124,-0.05025372,middle,,43,Giulia_2,52.68,-1.481477778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079835882,0.1326886,0.101201398,0.129517741,17.53
D30D10,littoral,masoko,Y,0.020681499,0.123828849,0.11264263,0.155176278,0.284077948,0.086758238,0.498827349,0.135275213,0.153485338,0.044354661,0.019120631,0.072450283,0.129421959,0.109650966,0.1687038,0.093521998,0.433791189,0.189125154,0.112252413,0.054760447,0.136706009,0.162720473,0.169874451,0.121953506,0.162391395,0.124000994,0.213175944,0.165351269,0.094377417,0.322816555,0.236325122,0.139281441,0.099869528,0.119575484,0.20798564,0.197482301,0.202733971,0.156433644,0.136115298,0.146274471,0.208596986,cichl187580105,426,13,Yellow,NA,Male,1,2018,NA,3,Intermediate,72.06,22.94,26.26,10.77,5.62,8.87,9.17,6.63,6.82,7.17,4.89,40.38,13.71,25.96,44.99,24.52,27.83,13.31,8.64,7,6,2,0.069304553,-0.042163865,0.072854361,0.030476146,-0.037715857,0.03701808,littoral,,49,Giulia_2,72.05,-1.213939142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133623295,0.200039898,0.146274471,0.208596986,24.83
D30E01,littoral,masoko,Y,0.034662473,0.070702263,0.145306923,0.130041662,0.20694185,0.100658903,0.327571847,0.172968036,0.1823797,0.080228704,0.029612311,0.086197077,0.141060196,0.103757866,0.173541918,0.086885735,0.338475605,0.19672675,0.17664088,0.080573033,0.113972966,0.202924676,0.109611462,0.138879445,0.191447036,0.1536856,0.199626666,0.130142101,0.104792683,0.25304151,0.194647316,0.117531034,0.106833874,0.112182454,0.190787072,0.198104067,0.194445569,0.142169701,0.16133736,0.151753531,0.178917097,cichl187580106,427,19.6,Yellow,NA,Male,1,2018,NA,3,Intermediate,72.3,21.9,24,10.6,5.8,7.5,9.1,6.5,5.8,6.9,4.1,39.9,13.2,25.3,47.4,23.8,27.5,12.7,7.7,5,4.5,3,0.250750401,-0.034849375,0.069026384,-0.021168645,-0.122651432,0.002129111,littoral,,65,Giulia_2,71.42,-0.50050278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124509439,0.188533332,0.151753531,0.178917097,24.12
D30E02,littoral,masoko,Y,0.032186774,0.09679699,0.134545449,0.091590305,0.195487319,0.118807063,0.352397842,0.215485719,0.162353875,0.102950343,0.027690092,0.087093624,0.145313818,0.075970253,0.194303981,0.107092024,0.32884943,0.202350675,0.191937307,0.070171901,0.106737023,0.178092261,0.137622126,0.118288754,0.14649159,0.115025616,0.246703109,0.127822013,0.10166155,0.208952566,0.20597226,0.110121367,0.106074354,0.108097861,0.208296945,0.198327328,0.203312136,0.140817136,0.126601987,0.133709562,0.155307058,cichl187580107,428,16.3,Yellow,NA,Male,1,2018,NA,3,Intermediate,77.31,24.38,26.48,11.71,5.08,8.8,9.48,7.3,6.99,7.89,4.81,42.38,14.81,26.65,52.16,26.29,29.02,14.74,9.23,5,4.5,3,0.088504949,-0.042363466,0.094064788,0.025926568,-0.170922801,-0.073508883,littoral,,65,Giulia_2,78.54,-0.50050278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124700083,0.200102221,0.133709562,0.155307058,25.95
D30E03,littoral,masoko,Y,0.011296214,0.055584545,0.032812812,0.054867325,0.358609969,0.139499278,0.393753746,0.245827134,0.238117019,0.063832574,0.010220384,0.077818363,0.083556123,0.063653269,0.22951038,0.133402908,0.3993122,0.221083046,0.298363494,0.082480293,0.153338146,0.182750375,0.202298747,0.144371003,0.16427806,0.120339059,0.167427433,0.173588183,0.138798067,0.284481678,0.210190284,0.102634173,0.092951704,0.097792939,0.235382618,0.250309758,0.242846188,0.179462422,0.142996041,0.161229232,0.211639873,cichl187580108,429,15.1,Yellow,NA,Male,1,2018,NA,3,Intermediate,81.59,25.64,28.84,12.45,6.17,9.82,11.78,7.57,7.46,8.58,6,42.95,14.64,30.61,52.74,28.49,33.43,14.24,8.4,5,5,2,NA,-0.038785983,0.06490705,-0.016152744,0.118596265,-0.030474149,littoral,,81,Giulia_2,80.72,0.212933582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122931497,0.228378512,0.161229232,0.211639873,28.98
D30E04,littoral,masoko,Y,0.029321519,0.066161376,0.066224029,0.108639986,0.132134793,0.074494201,0.295408037,0.131633571,0.165090175,0.049996949,0.021928486,0.082012539,0.0689181,0.09761309,0.11227385,0.073429103,0.240210904,0.126245428,0.121546467,0.062339554,0.110081001,0.128814194,0.120919939,0.086899459,0.085897013,0.050560824,0.166929344,0.120648404,0.085672732,0.180177704,0.091325366,0.080496341,0.076549213,0.078522777,0.160532183,0.137585588,0.149058886,0.119938378,0.074452432,0.097195405,0.132925218,cichl187580109,430,15.8,Yellow,NA,Female,2,2018,NA,3,Intermediate,56.53,17.21,19.27,8.12,3.82,6,7.19,4.69,4.24,6.11,3.89,29.27,10.16,18.96,36.2,19.48,18.24,9.16,6.1,NA,NA,NA,NA,-0.035255826,0.068427914,-0.021872736,-0.12896863,-0.077731947,littoral,,83,Giulia_2,58.15,0.302113127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088190107,0.148004883,0.097195405,0.132925218,19.57
D30E05,littoral,masoko,Y,0.023735624,0.049809383,0.061287506,0.093667148,0.13610786,0.078150427,0.191727157,0.146381488,0.106845733,0.064192463,0.022885392,0.066884862,0.081693057,0.093808853,0.084810572,0.060508127,0.188113674,0.118607266,0.117827887,0.081976467,0.09480079,0.134053134,0.092958622,0.093604313,0.14005772,0.073376853,0.176675347,0.111757429,0.077654978,0.159829558,0.109292191,0.072921504,0.070016547,0.071469026,0.12728671,0.126631324,0.126959017,0.107270849,0.102346295,0.104808572,0.118742268,cichl187580110,431,17.9,Yellow,NA,Female,2,2018,NA,3,Intermediate,56.3,18,19.8,8.4,3.8,5.7,7.4,5,4.1,5.9,3,29.9,9.3,19.8,36.5,20.1,21.8,10.3,5.7,NA,NA,NA,NA,-0.036479232,0.047059017,-0.029510654,-0.006217774,-0.084752265,littoral,,104,Giulia_2,56.95,1.238498353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08067278,0.130410491,0.104808572,0.118742268,19.93
D30E06,littoral,masoko,Y,0.023030702,0.051319859,0.087663105,0.112557563,0.12813324,0.067960539,0.268447458,0.130462935,0.15282801,0.060106138,0.024827895,0.071088987,0.089460298,0.098579391,0.12813324,0.078677137,0.270377777,0.152761447,0.157820214,0.037674501,0.064099901,0.125603856,0.088994359,0.048990163,0.098779079,0.086598101,0.178196407,0.123366743,0.098956276,0.168244447,0.102711733,0.080540894,0.082417962,0.081479428,0.152961135,0.154658485,0.15380981,0.092899372,0.078122448,0.08551091,0.133600362,cichl187580111,432,15.4,Yellow,NA,Female,2,2018,NA,3,Intermediate,56.5,17.3,20.2,8.6,3.8,6.5,7.5,5.8,4.5,6.1,3.2,29.6,10.1,21,36.6,19.5,21.3,11.7,5.9,NA,NA,NA,NA,-0.041592333,0.038824205,-0.017799442,-0.077811093,-0.008141295,littoral,,59,Giulia_2,57.76,-0.768041416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091357336,0.153204163,0.08551091,0.133600362,19.41
D30E07,littoral,masoko,Y,0.011460562,0.066276648,0.088116588,0.110821475,0.165096969,0.069952678,0.205533292,0.18315276,0.202722211,0.102712587,0.01232551,0.063573685,0.093198158,0.10173952,0.152122747,0.090170839,0.239482505,0.125525593,0.197208167,0.092765684,0.13298577,0.134931904,0.121741445,0.091468262,0.091684499,0.063141211,0.188606445,0.09720143,0.087540738,0.181323769,0.080852566,0.088354448,0.084591924,0.086473186,0.173530213,0.163745487,0.16863785,0.129886373,0.08209799,0.105992182,0.134432254,cichl187580112,433,12,Yellow,NA,Female,2,2018,NA,3,Intermediate,56.4,16.9,20.3,8.8,3.9,5.9,7.7,5.2,4.5,6.4,3.4,31.5,9.8,20.4,37.9,20.6,21.6,10.6,5.9,NA,NA,NA,NA,-0.041241328,0.018708749,-0.087093475,0.060730314,-0.024689289,littoral,,36,Giulia_2,57.7,-1.793606187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100106931,0.163491067,0.105992182,0.134432254,20.12
D30E09,littoral,masoko,Y,0.020759814,0.072694776,0.109963248,0.091187306,0.094163116,0.04945512,0.205968531,0.137241502,0.140146459,0.091045601,0.035780567,0.091329012,0.09536761,0.09210839,0.096784663,0.039464903,0.199095828,0.114285257,0.120591139,0.051368141,0.09345459,0.112939057,0.084739719,0.086210828,0.109158532,0.072191106,0.162215599,0.075615011,0.094447429,0.177766611,0.097871505,0.077753652,0.082274048,0.08001385,0.143600523,0.121335091,0.132467807,0.097044455,0.089186822,0.093115639,0.13610702,cichl187580114,435,20.5,Yellow,NA,Female,2,2018,NA,3,Intermediate,54.6,17.2,20.5,8.6,3.9,6.8,6.8,5.4,4,5.9,3,28.4,10.1,20.3,36.8,20.5,21.3,10.9,5.7,NA,NA,NA,NA,-0.041253684,0.035582777,0.016740742,-0.016126753,0.011668389,littoral,,61,Giulia_2,55.26,-0.678861871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083251814,0.129757307,0.093115639,0.13610702,20.46
D30F01,littoral,masoko,Y,0.020001925,0.05449173,0.074926129,0.09373875,0.298623332,0.125417475,0.355061195,0.194397085,0.215804551,0.105956142,0.015677184,0.066492885,0.051248175,0.085629862,0.204019633,0.107361683,0.376252424,0.141094659,0.19991113,0.118930364,0.115038097,0.174611398,0.128228556,0.125417475,0.110172764,0.103901891,0.232662775,0.125747244,0.133644414,0.215957223,0.185583493,0.108356373,0.084613548,0.096484961,0.217804743,0.209047144,0.213425944,0.139292684,0.113164043,0.126228363,0.174800819,cichl187580116,437,16.6,Yellow,NA,Female,2,2018,NA,3,Intermediate,69.64,23.16,24.81,11.12,5.22,8.1,10.38,6.44,5.8,7.26,4.71,36.85,12.2,25.37,46.39,24.22,25.76,14.33,7.92,NA,NA,NA,NA,-0.048645512,0.084690633,-0.015752201,-0.091961298,-0.056574759,littoral,,72,Giulia_2,75.6,-0.188374372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116194965,0.206581757,0.126228363,0.174800819,25.01
D30F03,littoral,masoko,Y,0.011352539,0.03112793,0.080688477,0.118408203,0.28527832,0.13684082,0.42980957,0.169189453,0.27722168,0.076782227,0.008056641,0.030151367,0.091918945,0.051513672,0.263793945,0.154663086,0.385253906,0.146728516,0.247558594,0.067871094,0.185302734,0.166015625,0.15234375,0.127319336,0.146484375,0.113769531,0.168272452,0.085521184,0.111835395,0.225748227,0.113912833,0.105371094,0.089086914,0.097229004,0.238250732,0.211853027,0.22505188,0.16788737,0.129191081,0.148539225,0.168791811,cichl187580118,439,16,Yellow,NA,Female,2,2018,NA,3,Intermediate,75.4,24.4,26.3,11.3,5.5,8.8,10.8,6.8,5.9,6.92,4.6,40.1,13.8,26.3,50.4,27.5,31.4,14.8,8.5,NA,NA,NA,NA,-0.044372549,0.054757649,0.005967919,-0.102665513,-0.028159325,littoral,,82,Giulia_2,82.17,0.257523355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124438477,0.205420868,0.148539225,0.168791811,26.41
D30F04,middle,masoko,Y,0.028147068,0.082276044,0.177936707,0.100975145,0.305090593,0.097038492,0.454880232,0.223798712,0.19604531,0.076567897,0.035429875,0.064561106,0.149592807,0.1610091,0.262771575,0.121052074,0.455273897,0.197816804,0.170457067,0.094086002,0.205493277,0.257457094,0.153923125,0.154513623,0.250371119,0.161402765,0.18987931,0.132699745,0.089005927,0.279964096,0.233573129,0.138885111,0.134672893,0.136779002,0.237823038,0.229408443,0.23361574,0.205624498,0.188762502,0.1971935,0.184485011,cichl187580119,440,17.3,Yellow,NA,Male,1,2018,NA,3,Intermediate,96.8,35.3,34.4,15.4,7.8,11.6,13.2,9.4,9.5,8.6,6.2,52.6,18.1,34.5,60.6,33.1,38.1,17.1,11.6,13,12.5,2,0.679579269,-0.024261735,0.044375033,0.018950309,0.006529466,0.055948385,middle,,81,Giulia_2,96.17,0.212933582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152230364,0.219150498,0.1971935,0.184485011,33.28
D30F05,littoral,masoko,Y,0.050412633,0.0662447,0.1812355,0.143599622,0.246785812,0.136100222,0.438853778,0.253313067,0.334973201,0.073605222,0.059856322,0.067355722,0.101380778,0.130961745,0.283866178,0.126656534,0.444964401,0.216927089,0.276644534,0.057912033,0.145405034,0.193595623,0.120823667,0.1512379,0.175541511,0.1112411,0.175144512,0.101846148,0.100688806,0.295893923,0.149297195,0.137655654,0.128684149,0.133169901,0.275186317,0.249112014,0.262149166,0.153274774,0.146006837,0.149640806,0.198291364,cichl187580120,441,15.8,Yellow,NA,Male,1,2018,NA,3,Intermediate,81.7,28.1,29.8,12.9,6.2,10.1,10.2,7.7,7.5,7.9,5.2,43.3,15.7,29.4,52.8,28.3,32.8,15.1,8.8,7,6,2,0.411633414,-0.030225904,-0.044158683,-0.04136314,0.006769816,0.026035758,littoral,,93,Giulia_2,84.96,0.748010854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148418681,0.237418399,0.149640806,0.198291364,27.71
D30F06,littoral,masoko,Y,0.058287392,0.108127336,0.107113642,0.183309624,0.345500627,0.181282236,0.465285441,0.221154191,0.26203984,0.130766497,0.036324027,0.155939892,0.18550596,0.15306776,0.26693936,0.116743733,0.509043223,0.236190649,0.255788728,0.100524632,0.214734131,0.225715813,0.149519831,0.199916368,0.242196765,0.197585952,0.273021523,0.13178019,0.187871246,0.349386453,0.303432336,0.160467724,0.1595554,0.160011562,0.269811492,0.275386808,0.27259915,0.196656592,0.213233028,0.20494481,0.26862885,cichl187580121,442,14.9,Yellow,NA,Male,1,2018,NA,3,Intermediate,97.9,32.5,34.2,14.9,7.8,11.7,12.3,9.4,9.7,8.6,6.8,54.2,18.2,34.4,64.6,34.1,39.8,16.8,10.7,7,6,2,0.425374747,-0.03844526,0.039691208,0.032190372,-0.031024103,-0.050963508,littoral,,46,Giulia_2,98.6,-1.34770846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180353017,0.258559491,0.20494481,0.26862885,33.3
D30F07,littoral,masoko,Y,0.032296709,0.147973813,0.347453489,0.1868143,0.467352384,0.147551634,0.262384378,0.198424228,0.222277354,0.070926107,0.048339519,0.188714106,0.166338608,0.128975748,0.20285711,0.126864852,0.316212228,0.203701468,0.207078902,0.055516566,0.126231583,0.210245246,0.20834544,0.235939582,0.271132688,0.092876481,0.249809896,0.174327769,0.192299704,0.3037257,0.206078187,0.236378139,0.147045018,0.191711579,0.188503017,0.195627291,0.192065154,0.181607423,0.199982917,0.19079517,0.248012702,cichl187580122,443,15.3,Unassigned,NA,Male,1,2018,NA,3,Intermediate,96.89,32.67,34.83,15.71,8,12.56,13.19,9.69,9.87,8.07,7.03,53.46,20.37,36.33,64.17,35.16,41.9,16.4,11.86,13,12,2,0.366702941,-0.041117521,0.080116594,0.036048863,0.141977008,0.03942882,littoral,,101,Giulia_2,97.06,1.104729035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211089604,0.19606589,0.19079517,0.248012702,34.72
